start_time,end_time,value
2022-01-23 01:55:26 +0300,2022-01-23 01:58:51 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 02:01:36 +0300,2022-01-23 02:02:01 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 02:02:30 +0300,2022-01-23 02:05:29 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 02:06:28 +0300,2022-01-23 02:10:27 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 02:17:57 +0300,2022-01-23 04:22:36 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 04:23:56 +0300,2022-01-23 05:00:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-23 23:17:20 +0300,2022-01-24 05:40:33 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-24 05:41:06 +0300,2022-01-24 05:50:06 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-24 05:51:18 +0300,2022-01-24 05:51:19 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-24 05:51:22 +0300,2022-01-24 05:52:28 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-24 05:53:00 +0300,2022-01-24 05:53:01 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-24 06:08:18 +0300,2022-01-24 07:50:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-25 01:32:04 +0300,2022-01-25 05:00:24 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-26 03:34:32 +0300,2022-01-26 04:20:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-27 03:36:48 +0300,2022-01-27 03:46:52 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-27 03:51:35 +0300,2022-01-27 03:52:46 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-27 03:54:24 +0300,2022-01-27 03:56:52 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-27 03:57:22 +0300,2022-01-27 04:02:24 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-27 23:55:06 +0300,2022-01-28 08:00:16 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-28 23:53:27 +0300,2022-01-29 07:20:58 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-29 07:21:32 +0300,2022-01-29 07:40:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-30 00:23:00 +0300,2022-01-30 08:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-01-31 00:07:33 +0300,2022-01-31 08:00:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-01 01:15:57 +0300,2022-02-01 09:00:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-02 00:00:00 +0300,2022-02-02 08:00:41 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-03 02:00:00 +0300,2022-02-03 08:30:28 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-04 01:27:12 +0300,2022-02-04 08:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-05 00:58:52 +0300,2022-02-05 08:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-05 22:39:40 +0300,2022-02-06 05:00:08 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-06 23:28:01 +0300,2022-02-07 05:00:31 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-07 22:30:00 +0300,2022-02-08 05:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-08 23:14:14 +0300,2022-02-09 05:30:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-09 22:33:42 +0300,2022-02-10 05:00:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-10 23:06:08 +0300,2022-02-11 05:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-11 23:29:43 +0300,2022-02-12 06:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-13 00:25:00 +0300,2022-02-13 06:33:27 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-13 06:34:17 +0300,2022-02-13 07:00:36 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-13 23:16:51 +0300,2022-02-14 05:30:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-15 01:30:00 +0300,2022-02-15 08:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-16 00:24:09 +0300,2022-02-16 08:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-17 01:43:15 +0300,2022-02-17 03:59:34 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-17 04:00:29 +0300,2022-02-17 09:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-18 00:31:40 +0300,2022-02-18 08:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-19 00:12:40 +0300,2022-02-19 06:45:19 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-20 00:56:51 +0300,2022-02-20 08:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-20 23:20:30 +0300,2022-02-21 05:00:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-21 22:30:00 +0300,2022-02-22 04:55:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-23 01:07:31 +0300,2022-02-23 07:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-24 00:59:52 +0300,2022-02-24 07:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-24 23:58:39 +0300,2022-02-25 06:30:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-26 01:30:00 +0300,2022-02-26 07:45:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-26 23:30:07 +0300,2022-02-27 07:30:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-02-28 00:06:39 +0300,2022-02-28 07:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-01 00:38:27 +0300,2022-03-01 07:15:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-01 23:51:42 +0300,2022-03-02 07:15:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-02 23:51:34 +0300,2022-03-03 06:45:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-04 00:20:53 +0300,2022-03-04 06:30:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-04 23:54:14 +0300,2022-03-04 23:54:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-05 00:11:00 +0300,2022-03-05 07:30:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-05 23:39:45 +0300,2022-03-06 07:45:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-07 00:07:00 +0300,2022-03-07 07:30:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-08 02:13:36 +0300,2022-03-08 07:30:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-09 01:35:24 +0300,2022-03-09 09:00:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-10 02:57:47 +0300,2022-03-10 05:00:36 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-11 02:05:35 +0300,2022-03-11 09:30:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-11 23:11:29 +0300,2022-03-12 08:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-13 02:30:00 +0300,2022-03-13 09:00:16 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-13 23:11:53 +0300,2022-03-14 06:15:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-15 00:02:49 +0300,2022-03-15 07:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-15 23:12:26 +0300,2022-03-16 06:15:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-16 23:44:37 +0300,2022-03-17 06:45:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-17 23:03:38 +0300,2022-03-18 06:45:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-19 00:39:45 +0300,2022-03-19 09:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-20 00:12:12 +0300,2022-03-20 08:00:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-21 00:14:22 +0300,2022-03-21 06:45:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-22 00:20:50 +0300,2022-03-22 06:30:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-23 01:07:34 +0300,2022-03-23 07:00:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-24 00:41:58 +0300,2022-03-24 06:30:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-24 23:36:04 +0300,2022-03-25 06:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-26 00:41:07 +0300,2022-03-26 08:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-27 00:23:52 +0300,2022-03-27 07:26:23 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-27 23:52:07 +0300,2022-03-28 06:00:20 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-29 01:12:21 +0300,2022-03-29 07:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-30 01:09:36 +0300,2022-03-30 07:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-30 23:53:10 +0300,2022-03-31 06:30:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-03-31 23:10:35 +0300,2022-04-01 06:30:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-01 22:50:29 +0300,2022-04-02 05:15:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-02 23:45:45 +0300,2022-04-03 07:45:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-04 00:01:07 +0300,2022-04-04 06:30:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-05 00:07:19 +0300,2022-04-05 06:40:23 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-05 23:41:57 +0300,2022-04-06 06:30:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-06 23:12:17 +0300,2022-04-07 05:45:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-07 23:43:16 +0300,2022-04-08 06:45:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-08 23:46:52 +0300,2022-04-09 08:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-10 01:09:08 +0300,2022-04-10 03:07:07 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-10 03:08:06 +0300,2022-04-10 08:49:25 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-10 23:34:00 +0300,2022-04-11 04:00:16 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-12 00:01:41 +0300,2022-04-12 05:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-12 22:31:03 +0300,2022-04-13 04:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-14 01:04:44 +0300,2022-04-14 08:30:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-15 00:55:03 +0300,2022-04-15 07:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-16 00:48:47 +0300,2022-04-16 05:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-17 00:03:03 +0300,2022-04-17 04:00:27 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-18 00:10:49 +0300,2022-04-18 06:00:16 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-19 00:47:29 +0300,2022-04-19 04:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-20 00:14:16 +0300,2022-04-20 06:30:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-21 01:43:00 +0300,2022-04-21 03:24:29 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-21 03:24:31 +0300,2022-04-21 03:48:02 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-21 03:48:09 +0300,2022-04-21 08:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-21 23:06:57 +0300,2022-04-22 03:51:03 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-22 03:51:31 +0300,2022-04-22 04:05:47 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-22 04:05:53 +0300,2022-04-22 04:10:38 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-22 04:24:27 +0300,2022-04-22 07:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-23 01:41:15 +0300,2022-04-23 07:45:20 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-24 01:10:20 +0300,2022-04-24 07:15:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-25 00:26:11 +0300,2022-04-25 05:00:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-26 00:18:20 +0300,2022-04-26 04:45:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-27 00:38:14 +0300,2022-04-27 07:21:05 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-27 07:21:35 +0300,2022-04-27 08:30:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-28 00:59:54 +0300,2022-04-28 07:30:08 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-29 00:53:00 +0300,2022-04-29 07:30:18 +0300,HKCategoryValueSleepAnalysisInBed
2022-04-29 22:43:58 +0300,2022-04-30 05:00:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-01 03:00:05 +0300,2022-05-01 09:58:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-02 00:40:01 +0300,2022-05-02 05:00:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-03 03:06:45 +0300,2022-05-03 03:08:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-03 03:13:07 +0300,2022-05-03 05:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-04 00:58:08 +0300,2022-05-04 08:58:47 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-05 01:00:45 +0300,2022-05-05 09:00:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-06 03:30:52 +0300,2022-05-06 08:45:08 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-07 00:40:41 +0300,2022-05-07 08:30:21 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-08 01:21:16 +0300,2022-05-08 09:07:39 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-09 01:00:00 +0300,2022-05-09 07:30:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-10 00:41:32 +0300,2022-05-10 06:45:24 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-11 00:46:47 +0300,2022-05-11 08:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-12 01:16:16 +0300,2022-05-12 05:00:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-13 00:37:04 +0300,2022-05-13 05:00:02 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-14 03:26:44 +0300,2022-05-14 11:14:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-15 00:36:40 +0300,2022-05-15 08:30:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-16 00:01:49 +0300,2022-05-16 06:30:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-17 00:25:40 +0300,2022-05-17 06:01:47 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-17 06:02:04 +0300,2022-05-17 08:10:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-18 00:35:11 +0300,2022-05-18 08:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-19 00:39:42 +0300,2022-05-19 07:45:21 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-20 00:07:32 +0300,2022-05-20 07:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-21 01:25:15 +0300,2022-05-21 08:30:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-22 00:29:57 +0300,2022-05-22 06:59:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-23 01:13:27 +0300,2022-05-23 06:50:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-23 22:46:17 +0300,2022-05-24 04:23:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-24 04:23:26 +0300,2022-05-24 04:42:43 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-24 04:45:34 +0300,2022-05-24 06:30:00 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-25 01:26:02 +0300,2022-05-25 08:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-26 01:29:52 +0300,2022-05-26 09:00:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-27 00:41:45 +0300,2022-05-27 07:19:04 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-27 07:19:07 +0300,2022-05-27 07:26:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-28 00:23:05 +0300,2022-05-28 08:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-29 01:29:32 +0300,2022-05-29 07:24:27 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-30 01:06:07 +0300,2022-05-30 08:30:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 02:50:13 +0300,2022-05-31 04:21:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:23:44 +0300,2022-05-31 04:24:06 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:27:07 +0300,2022-05-31 04:27:31 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:27:32 +0300,2022-05-31 04:28:44 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:33:19 +0300,2022-05-31 04:33:21 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:33:23 +0300,2022-05-31 04:34:34 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:36:13 +0300,2022-05-31 04:36:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:36:19 +0300,2022-05-31 04:36:30 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:36:40 +0300,2022-05-31 04:36:41 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:36:45 +0300,2022-05-31 04:37:35 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:37:56 +0300,2022-05-31 04:38:40 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:40:42 +0300,2022-05-31 04:41:50 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:41:57 +0300,2022-05-31 04:42:59 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:43:27 +0300,2022-05-31 04:49:43 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:50:19 +0300,2022-05-31 04:50:41 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:50:42 +0300,2022-05-31 04:52:01 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 04:52:04 +0300,2022-05-31 04:53:33 +0300,HKCategoryValueSleepAnalysisInBed
2022-05-31 05:03:26 +0300,2022-05-31 08:53:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-01 01:49:49 +0300,2022-06-01 07:45:26 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-02 00:10:19 +0300,2022-06-02 07:45:19 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-03 01:41:43 +0300,2022-06-03 09:23:50 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-03 23:16:38 +0300,2022-06-04 07:20:20 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-05 00:21:47 +0300,2022-06-05 06:30:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-06 00:52:29 +0300,2022-06-06 08:00:15 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-07 01:00:00 +0300,2022-06-07 09:00:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-08 00:19:29 +0300,2022-06-08 08:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-09 00:25:45 +0300,2022-06-09 08:30:17 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-10 00:27:49 +0300,2022-06-10 08:30:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-10 23:02:45 +0300,2022-06-11 06:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-11 23:59:39 +0300,2022-06-12 00:01:04 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-12 00:02:33 +0300,2022-06-12 00:03:05 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-12 00:24:50 +0300,2022-06-12 00:25:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-12 00:25:21 +0300,2022-06-12 06:03:35 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-13 00:13:19 +0300,2022-06-13 07:44:36 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-13 23:11:54 +0300,2022-06-14 08:00:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-14 23:30:38 +0300,2022-06-15 08:00:11 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-16 00:17:32 +0300,2022-06-16 07:15:22 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-17 00:01:03 +0300,2022-06-17 08:00:14 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-17 23:59:21 +0300,2022-06-18 05:30:03 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-18 23:53:58 +0300,2022-06-19 05:27:58 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-20 01:33:53 +0300,2022-06-20 09:04:35 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-20 09:05:17 +0300,2022-06-20 09:07:45 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-20 23:16:27 +0300,2022-06-21 01:11:43 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-21 01:24:56 +0300,2022-06-21 08:00:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-22 00:47:46 +0300,2022-06-22 08:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-23 02:33:08 +0300,2022-06-23 09:30:12 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-24 01:34:49 +0300,2022-06-24 09:00:13 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-25 01:56:12 +0300,2022-06-25 08:21:01 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-26 03:21:31 +0300,2022-06-26 06:42:01 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-26 06:42:31 +0300,2022-06-26 09:21:28 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-26 09:21:57 +0300,2022-06-26 09:22:51 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-27 01:45:16 +0300,2022-06-27 08:00:48 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-28 01:39:29 +0300,2022-06-28 07:08:31 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-28 07:08:38 +0300,2022-06-28 07:11:47 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-29 02:37:51 +0300,2022-06-29 08:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-06-30 01:45:10 +0300,2022-06-30 10:00:10 +0300,HKCategoryValueSleepAnalysisInBed
2022-07-01 00:06:38 +0300,2022-07-01 00:39:09 +0300,HKCategoryValueSleepAnalysisInBed
2022-07-01 00:57:08 +0300,2022-07-01 00:59:30 +0300,HKCategoryValueSleepAnalysisInBed
2022-07-01 01:55:12 +0300,2022-07-01 08:00:19 +0300,HKCategoryValueSleepAnalysisInBed
2022-07-01 22:56:09 +0300,2022-07-02 08:00:10 +0300,HKCategoryValueSleepAnalysisInBed
